path,case_id,family,expert_judgment,level,level_name,n_gaps,admissible,k,perm_m,C_mn,A_e,gap,sound,monotone_m,monotone_n
resolving,W-currency,active_witness,ALR,4,L4_evidence_currency,5,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,4,L4_evidence_currency,5,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,4,L4_evidence_currency,5,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,4,L4_evidence_currency,5,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,4,L4_evidence_currency,5,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,4,L4_evidence_currency,5,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,4,L4_evidence_currency,5,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,4,L4_evidence_currency,5,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,4,L4_evidence_currency,5,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,4,L4_evidence_currency,5,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,4,L4_evidence_currency,5,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,4,L4_evidence_currency,5,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,4,L4_evidence_currency,5,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,4,L4_evidence_currency,5,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,4,L4_evidence_currency,5,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,4,L4_evidence_currency,5,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,M01,induction,ALR,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H02,held_out,REV,3,L3_deployment_control,6,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,3,L3_deployment_control,6,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,3,L3_deployment_control,6,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,3,L3_deployment_control,6,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,3,L3_deployment_control,6,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,H03,held_out,DIA,3,L3_deployment_control,6,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,3,L3_deployment_control,6,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,3,L3_deployment_control,6,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,3,L3_deployment_control,6,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,3,L3_deployment_control,6,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,H04,held_out,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,3,L3_deployment_control,6,1,4,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,3,L3_deployment_control,6,1,8,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,3,L3_deployment_control,6,1,16,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,3,L3_deployment_control,6,1,32,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,3,L3_deployment_control,6,1,64,REF,0.0,0.0,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,3,L3_deployment_control,6,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,3,L3_deployment_control,6,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,3,L3_deployment_control,6,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,3,L3_deployment_control,6,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,3,L3_deployment_control,6,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,3,L3_deployment_control,6,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,3,L3_deployment_control,6,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,3,L3_deployment_control,6,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,3,L3_deployment_control,6,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,3,L3_deployment_control,6,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,3,L3_deployment_control,6,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,3,L3_deployment_control,6,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,3,L3_deployment_control,6,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,3,L3_deployment_control,6,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,3,L3_deployment_control,6,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,3,L3_deployment_control,6,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,3,L3_deployment_control,6,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,3,L3_deployment_control,6,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,3,L3_deployment_control,6,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,3,L3_deployment_control,6,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,3,L3_deployment_control,6,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,3,L3_deployment_control,6,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,3,L3_deployment_control,6,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,3,L3_deployment_control,6,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,3,L3_deployment_control,6,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,3,L3_deployment_control,6,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,3,L3_deployment_control,6,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,3,L3_deployment_control,6,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,3,L3_deployment_control,6,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-deployment,active_witness,ALR,3,L3_deployment_control,6,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,3,L3_deployment_control,6,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,3,L3_deployment_control,6,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,3,L3_deployment_control,6,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,3,L3_deployment_control,6,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,3,L3_deployment_control,6,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,3,L3_deployment_control,6,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,3,L3_deployment_control,6,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,3,L3_deployment_control,6,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,3,L3_deployment_control,6,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,3,L3_deployment_control,6,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,M01,induction,ALR,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H02,held_out,REV,2,L2_population_scope,7,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,2,L2_population_scope,7,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,2,L2_population_scope,7,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,2,L2_population_scope,7,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,2,L2_population_scope,7,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,H03,held_out,DIA,2,L2_population_scope,7,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,2,L2_population_scope,7,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,2,L2_population_scope,7,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,2,L2_population_scope,7,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,2,L2_population_scope,7,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,H04,held_out,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,2,L2_population_scope,7,1,4,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,2,L2_population_scope,7,1,8,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,2,L2_population_scope,7,1,16,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,2,L2_population_scope,7,1,32,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,2,L2_population_scope,7,1,64,REF,0.0,0.0,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,2,L2_population_scope,7,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,2,L2_population_scope,7,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,2,L2_population_scope,7,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,2,L2_population_scope,7,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,2,L2_population_scope,7,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,2,L2_population_scope,7,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,2,L2_population_scope,7,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,2,L2_population_scope,7,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,2,L2_population_scope,7,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,2,L2_population_scope,7,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,2,L2_population_scope,7,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,2,L2_population_scope,7,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,2,L2_population_scope,7,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,2,L2_population_scope,7,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,2,L2_population_scope,7,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,2,L2_population_scope,7,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,2,L2_population_scope,7,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,2,L2_population_scope,7,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,2,L2_population_scope,7,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,2,L2_population_scope,7,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,2,L2_population_scope,7,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,2,L2_population_scope,7,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,2,L2_population_scope,7,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,2,L2_population_scope,7,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,2,L2_population_scope,7,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,2,L2_population_scope,7,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,2,L2_population_scope,7,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,2,L2_population_scope,7,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,2,L2_population_scope,7,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,2,L2_population_scope,7,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,2,L2_population_scope,7,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,2,L2_population_scope,7,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,2,L2_population_scope,7,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,2,L2_population_scope,7,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-population,active_witness,ALR,2,L2_population_scope,7,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,2,L2_population_scope,7,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,2,L2_population_scope,7,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,2,L2_population_scope,7,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,2,L2_population_scope,7,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,2,L2_population_scope,7,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,M01,induction,ALR,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
