path,case_id,family,expert_judgment,level,level_name,n_gaps,admissible,k,perm_m,C_mn,A_e,gap,sound,monotone_m,monotone_n
resolving,M06,induction,AEX,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H02,held_out,REV,1,L1_model_adequacy,8,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,1,L1_model_adequacy,8,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,1,L1_model_adequacy,8,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,1,L1_model_adequacy,8,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,1,L1_model_adequacy,8,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,H03,held_out,DIA,1,L1_model_adequacy,8,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,1,L1_model_adequacy,8,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,1,L1_model_adequacy,8,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,1,L1_model_adequacy,8,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,1,L1_model_adequacy,8,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,H04,held_out,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,1,L1_model_adequacy,8,1,4,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,1,L1_model_adequacy,8,1,8,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,1,L1_model_adequacy,8,1,16,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,1,L1_model_adequacy,8,1,32,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,1,L1_model_adequacy,8,1,64,REF,0.0,0.0,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,1,L1_model_adequacy,8,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,1,L1_model_adequacy,8,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,1,L1_model_adequacy,8,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,1,L1_model_adequacy,8,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,1,L1_model_adequacy,8,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,1,L1_model_adequacy,8,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,1,L1_model_adequacy,8,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,1,L1_model_adequacy,8,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,1,L1_model_adequacy,8,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,1,L1_model_adequacy,8,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,1,L1_model_adequacy,8,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,1,L1_model_adequacy,8,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,1,L1_model_adequacy,8,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,1,L1_model_adequacy,8,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,1,L1_model_adequacy,8,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,1,L1_model_adequacy,8,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,1,L1_model_adequacy,8,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,1,L1_model_adequacy,8,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,1,L1_model_adequacy,8,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,1,L1_model_adequacy,8,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,1,L1_model_adequacy,8,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,1,L1_model_adequacy,8,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,1,L1_model_adequacy,8,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,1,L1_model_adequacy,8,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,1,L1_model_adequacy,8,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,1,L1_model_adequacy,8,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,1,L1_model_adequacy,8,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,1,L1_model_adequacy,8,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,1,L1_model_adequacy,8,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,1,L1_model_adequacy,8,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,1,L1_model_adequacy,8,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,1,L1_model_adequacy,8,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,1,L1_model_adequacy,8,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,1,L1_model_adequacy,8,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,1,L1_model_adequacy,8,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,1,L1_model_adequacy,8,1,4,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,1,L1_model_adequacy,8,1,8,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,1,L1_model_adequacy,8,1,16,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,1,L1_model_adequacy,8,1,32,AEX,0.75,1.0,0.25,1,1,1
resolving,W-clinical,active_witness,ALR,1,L1_model_adequacy,8,1,64,AEX,0.75,1.0,0.25,1,1,1
resolving,M01,induction,ALR,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M01,induction,ALR,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M02,induction,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M03,induction,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M04,induction,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M05,induction,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M06,induction,AEX,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,M07,induction,AEX,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H01,held_out,ALR,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H02,held_out,REV,0,L0_full_9_gaps,9,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,0,L0_full_9_gaps,9,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,0,L0_full_9_gaps,9,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,0,L0_full_9_gaps,9,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,H02,held_out,REV,0,L0_full_9_gaps,9,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,H03,held_out,DIA,0,L0_full_9_gaps,9,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,0,L0_full_9_gaps,9,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,0,L0_full_9_gaps,9,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,0,L0_full_9_gaps,9,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,H03,held_out,DIA,0,L0_full_9_gaps,9,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,H04,held_out,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H04,held_out,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,H05,held_out,REV,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,0,L0_full_9_gaps,9,1,4,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,0,L0_full_9_gaps,9,1,8,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,0,L0_full_9_gaps,9,1,16,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,0,L0_full_9_gaps,9,1,32,REF,0.0,0.0,0.0,1,1,1
resolving,S-REF,synthetic_ladder,REF,0,L0_full_9_gaps,9,1,64,REF,0.0,0.0,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,0,L0_full_9_gaps,9,1,4,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,0,L0_full_9_gaps,9,1,8,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,0,L0_full_9_gaps,9,1,16,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,0,L0_full_9_gaps,9,1,32,DIA,0.25,0.25,0.0,1,1,1
resolving,S-DIA,synthetic_ladder,DIA,0,L0_full_9_gaps,9,1,64,DIA,0.25,0.25,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,0,L0_full_9_gaps,9,1,4,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,0,L0_full_9_gaps,9,1,8,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,0,L0_full_9_gaps,9,1,16,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,0,L0_full_9_gaps,9,1,32,REV,0.5,0.5,0.0,1,1,1
resolving,S-REV,synthetic_ladder,REV,0,L0_full_9_gaps,9,1,64,REV,0.5,0.5,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,0,L0_full_9_gaps,9,1,4,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,0,L0_full_9_gaps,9,1,8,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,0,L0_full_9_gaps,9,1,16,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,0,L0_full_9_gaps,9,1,32,AEX,0.75,0.75,0.0,1,1,1
resolving,S-AEX,synthetic_ladder,AEX,0,L0_full_9_gaps,9,1,64,AEX,0.75,0.75,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,0,L0_full_9_gaps,9,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,0,L0_full_9_gaps,9,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,0,L0_full_9_gaps,9,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,0,L0_full_9_gaps,9,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,S-ALR,synthetic_ladder,ALR,0,L0_full_9_gaps,9,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,0,L0_full_9_gaps,9,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,0,L0_full_9_gaps,9,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,0,L0_full_9_gaps,9,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,0,L0_full_9_gaps,9,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-currency,active_witness,ALR,0,L0_full_9_gaps,9,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,0,L0_full_9_gaps,9,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,0,L0_full_9_gaps,9,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,0,L0_full_9_gaps,9,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,0,L0_full_9_gaps,9,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-deployment,active_witness,ALR,0,L0_full_9_gaps,9,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,0,L0_full_9_gaps,9,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,0,L0_full_9_gaps,9,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,0,L0_full_9_gaps,9,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,0,L0_full_9_gaps,9,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-population,active_witness,ALR,0,L0_full_9_gaps,9,1,64,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,0,L0_full_9_gaps,9,1,4,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,0,L0_full_9_gaps,9,1,8,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,0,L0_full_9_gaps,9,1,16,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,0,L0_full_9_gaps,9,1,32,ALR,1.0,1.0,0.0,1,1,1
resolving,W-clinical,active_witness,ALR,0,L0_full_9_gaps,9,1,64,ALR,1.0,1.0,0.0,1,1,1
nonresolving,M01,induction,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M01,induction,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M01,induction,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M01,induction,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M01,induction,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M02,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M02,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M02,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M02,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M02,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M03,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M03,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M03,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M03,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M03,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M04,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M04,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M04,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M04,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M04,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M05,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M05,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M05,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M05,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M05,induction,REV,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M06,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M06,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M06,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M06,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M06,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M07,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M07,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M07,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M07,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,M07,induction,AEX,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H01,held_out,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H01,held_out,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H01,held_out,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H01,held_out,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H01,held_out,ALR,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H02,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.5,-0.25,0,1,1
nonresolving,H02,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.5,-0.25,0,1,1
nonresolving,H02,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,16,AEX,0.75,0.5,-0.25,0,1,1
nonresolving,H02,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,32,AEX,0.75,0.5,-0.25,0,1,1
nonresolving,H02,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,64,AEX,0.75,0.5,-0.25,0,1,1
nonresolving,H03,held_out,DIA,5,L5_collapsed_2_gaps_FLAT,2,0,4,DIA,0.25,0.25,0.0,1,1,1
nonresolving,H03,held_out,DIA,5,L5_collapsed_2_gaps_FLAT,2,0,8,DIA,0.25,0.25,0.0,1,1,1
nonresolving,H03,held_out,DIA,5,L5_collapsed_2_gaps_FLAT,2,0,16,DIA,0.25,0.25,0.0,1,1,1
nonresolving,H03,held_out,DIA,5,L5_collapsed_2_gaps_FLAT,2,0,32,DIA,0.25,0.25,0.0,1,1,1
nonresolving,H03,held_out,DIA,5,L5_collapsed_2_gaps_FLAT,2,0,64,DIA,0.25,0.25,0.0,1,1,1
nonresolving,H04,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,4,AEX,0.75,0.75,0.0,1,1,1
nonresolving,H04,held_out,REV,5,L5_collapsed_2_gaps_FLAT,2,0,8,AEX,0.75,0.75,0.0,1,1,1
