path,case_id,family,step_idx,level,admissible,k,perm_m,C_mn,A_e_perm,A_e,gap,sound,monotone_step,monotone_k
B_middle,S-REF,synthetic_ladder,0,4,1,64,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,0,4,1,4,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,0,4,1,8,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,0,4,1,16,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,0,4,1,32,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,0,4,1,64,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,0,4,1,4,REV,0.5,REV,0.5,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,0,4,1,8,REV,0.5,REV,0.5,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,0,4,1,16,REV,0.5,REV,0.5,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,0,4,1,32,REV,0.5,REV,0.5,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,0,4,1,64,REV,0.5,REV,0.5,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,0,4,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,0,4,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,0,4,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,0,4,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,0,4,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,0,4,1,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,0,4,1,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,0,4,1,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,0,4,1,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,0,4,1,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,0,4,1,4,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-currency,active_witness,0,4,1,8,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-currency,active_witness,0,4,1,16,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-currency,active_witness,0,4,1,32,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-currency,active_witness,0,4,1,64,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-deployment,active_witness,0,4,1,4,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-deployment,active_witness,0,4,1,8,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-deployment,active_witness,0,4,1,16,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-deployment,active_witness,0,4,1,32,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-deployment,active_witness,0,4,1,64,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-population,active_witness,0,4,1,4,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-population,active_witness,0,4,1,8,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-population,active_witness,0,4,1,16,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-population,active_witness,0,4,1,32,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-population,active_witness,0,4,1,64,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-clinical,active_witness,0,4,1,4,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-clinical,active_witness,0,4,1,8,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-clinical,active_witness,0,4,1,16,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-clinical,active_witness,0,4,1,32,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,W-clinical,active_witness,0,4,1,64,AEX,0.75,ALR,1.0,0.25,1,1,1
B_middle,M01,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H02,held_out,1,5,0,4,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,H02,held_out,1,5,0,8,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,H02,held_out,1,5,0,16,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,H02,held_out,1,5,0,32,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,H02,held_out,1,5,0,64,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,H03,held_out,1,5,0,4,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,1,5,0,8,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,1,5,0,16,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,1,5,0,32,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,1,5,0,64,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H04,held_out,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H04,held_out,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H04,held_out,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H04,held_out,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H04,held_out,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H05,held_out,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H05,held_out,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H05,held_out,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H05,held_out,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H05,held_out,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,1,5,0,4,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,1,5,0,8,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,1,5,0,16,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,1,5,0,32,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,1,5,0,64,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,1,5,0,4,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,1,5,0,8,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,1,5,0,16,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,1,5,0,32,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,1,5,0,64,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,1,5,0,4,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,S-REV,synthetic_ladder,1,5,0,8,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,S-REV,synthetic_ladder,1,5,0,16,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,S-REV,synthetic_ladder,1,5,0,32,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,S-REV,synthetic_ladder,1,5,0,64,AEX,0.75,REV,0.5,-0.25,0,1,1
B_middle,S-AEX,synthetic_ladder,1,5,0,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,1,5,0,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,1,5,0,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,1,5,0,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,1,5,0,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,1,5,0,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,1,5,0,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,1,5,0,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,1,5,0,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,1,5,0,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,1,5,0,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,1,5,0,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,1,5,0,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,1,5,0,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,1,5,0,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-deployment,active_witness,1,5,0,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-deployment,active_witness,1,5,0,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-deployment,active_witness,1,5,0,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-deployment,active_witness,1,5,0,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-deployment,active_witness,1,5,0,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-population,active_witness,1,5,0,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-population,active_witness,1,5,0,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-population,active_witness,1,5,0,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-population,active_witness,1,5,0,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-population,active_witness,1,5,0,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-clinical,active_witness,1,5,0,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-clinical,active_witness,1,5,0,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-clinical,active_witness,1,5,0,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-clinical,active_witness,1,5,0,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-clinical,active_witness,1,5,0,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,M01,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M01,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M01,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M01,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M01,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M02,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M02,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M02,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M02,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M02,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M03,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M03,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M03,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M03,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M03,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M04,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M04,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M04,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M04,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M04,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M05,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M05,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M05,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M05,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M05,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M06,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M06,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M06,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M06,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M06,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M07,induction,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M07,induction,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M07,induction,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M07,induction,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,M07,induction,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H01,held_out,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H01,held_out,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H01,held_out,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H01,held_out,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H01,held_out,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H02,held_out,2,4,1,4,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,H02,held_out,2,4,1,8,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,H02,held_out,2,4,1,16,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,H02,held_out,2,4,1,32,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,H02,held_out,2,4,1,64,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,H03,held_out,2,4,1,4,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,2,4,1,8,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,2,4,1,16,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,2,4,1,32,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H03,held_out,2,4,1,64,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,H04,held_out,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H04,held_out,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H04,held_out,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H04,held_out,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H04,held_out,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H05,held_out,2,4,1,4,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H05,held_out,2,4,1,8,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H05,held_out,2,4,1,16,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H05,held_out,2,4,1,32,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,H05,held_out,2,4,1,64,REV,0.5,AEX,0.75,0.25,1,0,1
B_middle,S-REF,synthetic_ladder,2,4,1,4,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,2,4,1,8,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,2,4,1,16,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,2,4,1,32,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-REF,synthetic_ladder,2,4,1,64,REF,0.0,REF,0.0,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,2,4,1,4,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,2,4,1,8,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,2,4,1,16,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,2,4,1,32,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-DIA,synthetic_ladder,2,4,1,64,DIA,0.25,DIA,0.25,0.0,1,1,1
B_middle,S-REV,synthetic_ladder,2,4,1,4,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,S-REV,synthetic_ladder,2,4,1,8,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,S-REV,synthetic_ladder,2,4,1,16,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,S-REV,synthetic_ladder,2,4,1,32,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,S-REV,synthetic_ladder,2,4,1,64,REV,0.5,REV,0.5,0.0,1,0,1
B_middle,S-AEX,synthetic_ladder,2,4,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,2,4,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,2,4,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,2,4,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-AEX,synthetic_ladder,2,4,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,2,4,1,4,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,2,4,1,8,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,2,4,1,16,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,2,4,1,32,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,S-ALR,synthetic_ladder,2,4,1,64,ALR,1.0,ALR,1.0,0.0,1,1,1
B_middle,W-currency,active_witness,2,4,1,4,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-currency,active_witness,2,4,1,8,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-currency,active_witness,2,4,1,16,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-currency,active_witness,2,4,1,32,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-currency,active_witness,2,4,1,64,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-deployment,active_witness,2,4,1,4,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-deployment,active_witness,2,4,1,8,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-deployment,active_witness,2,4,1,16,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-deployment,active_witness,2,4,1,32,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-deployment,active_witness,2,4,1,64,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-population,active_witness,2,4,1,4,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-population,active_witness,2,4,1,8,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-population,active_witness,2,4,1,16,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-population,active_witness,2,4,1,32,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-population,active_witness,2,4,1,64,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-clinical,active_witness,2,4,1,4,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-clinical,active_witness,2,4,1,8,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-clinical,active_witness,2,4,1,16,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-clinical,active_witness,2,4,1,32,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,W-clinical,active_witness,2,4,1,64,AEX,0.75,ALR,1.0,0.25,1,0,1
B_middle,M01,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M01,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M02,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M03,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M04,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M05,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M06,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,M07,induction,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,3,3,1,4,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,3,3,1,8,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,3,3,1,16,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,3,3,1,32,AEX,0.75,AEX,0.75,0.0,1,1,1
B_middle,H01,held_out,3,3,1,64,AEX,0.75,AEX,0.75,0.0,1,1,1
